"","ID","sample","Age","domain","propImmediate"
"44",1044,"Primary",57,"Money",0.714285714285714
"45",1045,"Primary",75,"Money",0.785714285714286
"46",1046,"Primary",36,"Money",0.714285714285714
"47",1047,"Primary",21,"Money",1
"48",1048,"Primary",20,"Money",0.476190476190476
"49",1049,"Primary",77,"Money",0.333333333333333
"50",1050,"Primary",36,"Money",0.0714285714285714
"51",1051,"Primary",27,"Money",1
"52",1052,"Primary",21,"Money",0.619047619047619
"53",1053,"Primary",73,"Money",0.357142857142857
"54",1054,"Primary",25,"Money",1
"55",1055,"Primary",58,"Money",1
"56",1056,"Primary",67,"Money",0.666666666666667
"57",1057,"Primary",31,"Money",0.761904761904762
"58",1058,"Primary",32,"Money",0.785714285714286
"59",1059,"Primary",69,"Money",0.452380952380952
"60",1060,"Primary",30,"Money",1
"61",1061,"Primary",67,"Money",0.80952380952381
"62",1062,"Primary",81,"Money",0.404761904761905
"63",1063,"Primary",31,"Money",0.952380952380952
"64",1064,"Primary",54,"Money",0.976190476190476
"65",1065,"Primary",25,"Money",1
"66",1066,"Primary",51,"Money",1
"67",1067,"Primary",61,"Money",0.714285714285714
"68",1068,"Primary",32,"Money",0.857142857142857
"69",1069,"Primary",63,"Money",0.714285714285714
"70",1070,"Primary",69,"Money",1
"71",1071,"Primary",49,"Money",0.714285714285714
"72",1072,"Primary",38,"Money",0.357142857142857
"73",1073,"Primary",45,"Money",0.452380952380952
"74",1074,"Primary",48,"Money",0.19047619047619
"75",1075,"Primary",53,"Money",0.928571428571429
"76",1076,"Primary",66,"Money",0.952380952380952
"77",1077,"Primary",56,"Money",1
"78",1078,"Primary",48,"Money",0.595238095238095
